model,num_train_qids,num_test_qids,accuracy,precision,recall,f1,confusion_matrix,features
logreg,225,75,0.9986666666666667,0.9868421052631579,1.0,0.9933774834437086,"[[674, 1], [0, 75]]","embedding_score,keyword_overlap,department_match,question_length,context_length,length_ratio"
